Date,LS_ny,LS_jt,LS_gs,LS_js,LS_zg,JC_pa,JC_pf,JC_hx,JC_ms,JC_zs,JC_xy,JC_gd,JC_zx,CC_nb,CC_js,CC_hz,CC_nj,CC_bj,CC_sh,CC_gy,RC_jy,RC_zjg,RC_wx,RC_cs,RC_sn
28/02/2023,2.93,4.9,4.3,5.64,3.23,13.78,7.18,5.22,3.41,37.31,16.91,2.98,4.92,29.54,7.19,12.13,9.91,4.33,5.98,5.63,4.27,4.83,5.64,7.71,4.97
01/03/2023,2.93,4.92,4.3,5.64,3.24,14.17,7.26,5.26,3.43,38.25,17.16,3,4.98,30.38,7.22,12.24,9.94,4.35,6,5.63,4.28,4.87,5.69,7.83,4.97
02/03/2023,2.93,4.95,4.32,5.67,3.26,14.24,7.27,5.29,3.43,38.25,17.18,03.02,05.08,30.66,7.24,12.29,9.92,4.36,06.01,5.65,4.3,4.85,5.69,7.87,5
03/03/2023,2.97,5,4.36,5.83,3.31,14.29,7.35,5.36,3.46,38.25,17.31,03.05,5.14,30.78,7.3,12.37,9.99,4.39,06.09,5.71,4.32,4.89,5.73,7.95,05.04
06/03/2023,2.96,05.01,4.35,5.81,3.31,13.85,7.33,5.32,3.44,37,16.98,03.04,5.13,29.58,7.23,12.14,9.74,4.37,06.08,5.67,4.27,4.84,5.67,7.89,4.97
07/03/2023,03.01,05.06,4.39,5.86,3.34,13.69,7.31,5.38,3.45,36.56,17,03.08,5.2,28.91,7.27,12.1,9.79,4.39,6.1,5.68,4.27,4.84,5.67,7.78,4.99
08/03/2023,03.02,05.09,4.4,5.86,3.33,13.53,7.31,5.37,3.44,36,16.91,03.07,5.17,28.46,7.16,12,9.68,4.38,6.1,5.65,4.26,4.83,5.74,7.77,4.95
09/03/2023,03.01,05.06,4.38,5.83,3.35,13.2,7.27,5.36,3.43,35.58,16.83,03.09,5.18,28.01,7.15,11.93,9.65,4.39,06.07,5.64,4.24,4.81,5.66,7.8,4.96
10/03/2023,2.98,4.99,4.34,5.76,3.3,13.14,7.15,5.28,3.4,35.03,16.6,03.03,05.08,27.74,07.04,11.71,9.52,4.33,6,5.56,4.15,4.67,5.49,7.62,4.86
13/03/2023,03.01,05.05,4.4,5.83,3.32,13.05,07.06,5.3,3.4,35.05,16.56,03.06,5.15,27.85,07.04,11.64,9.62,4.37,6,5.55,4.14,4.68,5.5,7.65,4.85
14/03/2023,03.01,05.06,4.41,5.83,3.33,12.87,07.02,5.26,3.38,34.58,16.49,03.04,5.1,27.64,07.01,11.35,9.49,4.33,5.97,5.48,04.05,4.59,5.39,7.5,4.74
15/03/2023,03.04,5.1,4.46,5.95,3.39,13.05,07.08,5.3,3.39,34.88,16.58,03.08,5.14,27.91,07.07,11.41,9.41,4.36,06.03,5.53,4.13,4.64,5.5,7.58,4.8
16/03/2023,03.07,5.1,4.52,5.99,3.49,12.82,7.12,5.33,3.4,34.65,16.68,03.09,5.27,27.8,07.03,11.42,9.33,4.39,06.05,5.56,4.14,4.64,5.51,7.47,4.76
17/03/2023,03.08,5.13,4.52,06.02,3.48,12.75,7.11,5.34,3.39,34.36,16.72,3.12,5.26,27.25,07.04,11.42,9.24,4.38,06.05,5.58,4.17,4.65,5.54,7.39,4.76
20/03/2023,3.1,5.18,4.51,06.02,3.51,12.57,7.13,5.35,3.4,34.12,16.62,3.1,5.52,27.52,6.99,11.38,09.09,4.4,06.03,5.54,4.14,4.62,5.48,7.44,4.74
21/03/2023,03.05,5.1,4.45,5.94,3.43,12.7,7.13,5.35,3.4,34.23,16.62,3.1,5.49,27.44,6.97,11.61,9.1,4.37,06.03,5.58,4.1,4.6,5.42,7.47,4.74
22/03/2023,03.09,5.15,4.52,06.03,3.44,12.79,7.18,5.41,3.42,34.54,16.77,3.1,5.48,28.05,07.06,11.74,9.19,4.42,06.06,5.6,4.14,4.65,5.5,7.48,4.77
23/03/2023,3.1,5.17,4.52,06.06,3.47,12.9,7.21,5.44,3.46,35.2,16.87,3.18,5.52,27.99,7.15,11.85,9.18,4.43,06.07,5.61,4.14,4.65,5.54,7.48,4.77
24/03/2023,03.05,5.11,4.48,5.99,3.4,12.82,7.21,5.4,3.44,34.43,16.78,3.15,5.57,27.71,07.06,11.76,9.12,4.41,06.06,5.6,04.08,4.59,5.45,7.32,4.7
27/03/2023,03.05,05.09,4.46,5.94,3.36,12.6,7.15,5.37,3.43,34.21,16.63,03.02,5.41,27.37,6.99,11.49,09.07,4.36,5.99,5.56,04.05,4.53,5.44,7.27,4.66
28/03/2023,03.09,5.11,4.49,5.95,3.38,12.64,7.18,5.41,3.44,34.4,16.69,03.03,5.53,27.62,6.97,11.5,09.09,4.4,06.01,5.58,04.04,4.52,5.43,7.36,4.64
29/03/2023,3.1,5.11,4.51,5.94,3.39,12.53,7.16,5.37,3.43,34.12,16.6,03.03,5.45,27.53,6.95,11.45,09.02,4.38,5.99,5.52,3.99,4.49,5.37,7.35,4.61
30/03/2023,03.09,5.13,4.52,5.96,3.4,12.68,7.19,5.42,3.48,34.35,16.82,03.02,5.53,27.8,07.01,11.59,09.01,4.4,6,5.54,04.02,4.5,5.41,7.65,4.64
31/03/2023,3.11,5.11,4.46,5.94,3.38,12.53,7.19,5.38,3.45,34.27,16.89,03.01,5.43,27.31,07.02,11.61,8.96,4.4,5.99,5.51,3.99,4.48,5.38,7.45,4.65
03/04/2023,3.1,5.1,4.45,5.95,3.36,12.67,7.19,5.41,3.45,34.37,16.89,03.01,5.4,27.22,07.03,11.68,09.05,4.42,06.01,5.52,04.02,4.52,5.43,7.5,4.68
04/04/2023,3.15,5.17,4.52,06.05,3.43,12.65,7.21,5.45,3.47,34.28,17,03.04,5.51,27.18,07.09,11.64,09.06,4.45,06.04,5.53,04.03,4.5,5.42,7.49,4.69
06/04/2023,3.18,5.2,4.53,06.04,3.44,12.58,7.18,5.39,3.46,33.8,16.92,03.04,5.48,26.97,07.04,11.66,09.07,4.44,06.03,5.49,3.99,4.47,5.37,7.43,4.65
07/04/2023,3.17,5.18,4.53,06.06,3.43,12.62,7.23,5.38,3.46,34.14,16.97,03.04,5.44,27.44,07.04,11.71,09.06,4.44,06.03,5.49,04.01,4.51,5.38,7.39,4.67
10/04/2023,3.17,5.18,4.55,06.05,3.43,12.68,7.21,5.36,3.46,34.24,17.05,03.03,5.41,27.87,07.05,11.71,9.1,4.41,06.02,5.47,3.99,4.45,5.39,7.6,4.64
11/04/2023,3.21,5.2,4.55,06.07,3.46,12.54,7.18,5.37,3.45,33.73,16.99,03.04,5.49,27.78,07.03,11.72,09.03,4.46,06.04,5.44,3.94,4.42,5.39,7.62,4.61
12/04/2023,3.23,5.26,4.61,6.16,3.49,12.48,7.21,5.42,3.47,33.74,16.98,03.06,5.67,27.54,07.04,11.71,8.97,4.5,06.06,5.46,3.95,4.44,5.41,7.58,4.62
13/04/2023,3.24,5.3,4.63,6.2,3.54,12.56,7.25,5.44,3.48,34.01,17.07,03.08,5.72,28.42,07.06,11.91,09.08,4.56,06.09,5.49,3.97,4.49,5.47,7.66,4.65
14/04/2023,3.23,5.3,4.63,6.19,3.51,12.69,7.27,5.45,3.48,34.39,17.11,03.09,5.86,28.69,7.1,12.05,9.11,4.55,6.11,5.48,3.98,4.47,5.48,7.67,4.66
17/04/2023,3.3,5.47,4.73,6.3,3.58,12.93,7.39,5.58,3.52,35.2,17.32,3.15,5.99,28.63,7.3,12.2,9.19,4.64,6.19,5.48,04.05,4.53,5.56,7.75,4.74
18/04/2023,3.35,5.51,4.77,6.33,3.6,13,7.54,5.67,3.57,35.68,17.41,3.17,06.06,28.82,7.49,12.14,9.23,4.66,6.26,5.55,04.09,4.58,5.61,7.87,4.8
19/04/2023,3.37,5.53,4.76,6.33,3.61,12.85,7.53,5.75,3.57,35.5,17.37,3.18,06.08,27.93,7.48,12.05,9.21,4.71,6.29,5.6,4.11,4.56,5.6,7.86,4.78
20/04/2023,3.37,5.52,4.74,6.31,3.6,12.75,7.68,5.78,3.61,34.99,17.39,3.19,06.05,27.8,7.47,12.05,9.26,4.72,6.3,5.64,4.13,4.61,5.67,7.84,4.78
21/04/2023,3.33,5.49,4.7,6.26,3.58,12.5,7.59,5.77,3.56,34.5,17.11,3.16,5.95,27.06,7.39,11.87,9.24,4.69,6.24,5.55,04.07,4.53,5.58,7.76,4.73
24/04/2023,3.36,5.51,4.72,6.28,3.62,12.1,7.49,5.73,3.56,33.6,16.93,3.17,06.06,25.81,7.39,11.87,9.18,4.72,6.24,5.54,04.07,4.52,5.56,7.72,4.73
25/04/2023,3.42,5.63,4.75,6.38,3.67,12.28,7.56,5.84,3.62,34.03,17.27,3.19,6.49,26.62,7.56,12.17,9.33,4.77,6.3,5.6,04.09,4.55,5.64,7.87,4.76
26/04/2023,3.39,5.55,4.75,6.35,3.66,12.12,7.46,5.79,3.59,33.82,17.25,3.16,6.38,26.26,7.5,12.04,9.17,4.73,6.23,5.55,4.11,4.52,5.6,7.72,4.78
27/04/2023,3.42,5.57,4.75,6.32,3.67,12.26,7.48,5.8,3.62,32.63,17.14,3.18,6.42,26.18,7.58,12.03,9.35,4.73,6.28,5.59,4.16,4.59,5.69,7.78,4.81
28/04/2023,3.42,5.57,4.72,6.31,3.67,12.55,7.6,5.76,3.63,33.6,17.22,3.2,6.5,27.38,7.71,12.56,9.42,4.74,6.28,5.65,04.08,4.61,5.68,7.81,4.74
04/05/2023,3.58,5.92,4.95,6.55,3.94,12.73,7.68,06.01,3.99,34.13,16.76,3.32,6.94,27.92,7.75,12.73,9.44,4.85,6.4,5.85,4.17,4.69,5.79,7.9,4.84
05/05/2023,3.62,06.03,4.99,6.68,04.08,12.91,7.76,06.01,4.15,34.69,17.13,3.39,6.87,27.68,7.7,12.9,9.39,4.83,6.38,5.87,4.16,4.67,5.77,7.77,4.87
08/05/2023,3.89,6.32,5.3,07.03,4.49,13.32,08.07,6.3,4.44,35.6,17.63,3.55,7.56,28.63,7.86,13.07,9.6,05.04,6.55,06.05,4.27,4.81,5.89,7.9,05.01
09/05/2023,3.83,6.21,5.27,6.99,4.56,13.16,7.96,6.31,4.3,34.99,17.56,3.58,7.93,28.2,7.7,12.95,9.46,4.95,6.55,06.08,4.23,4.82,5.87,7.81,4.97
10/05/2023,3.61,5.93,05.03,6.62,4.31,12.84,7.7,06.08,4.18,34.4,17.31,3.41,7.44,27.34,7.61,12.66,9.26,4.78,6.38,6,4.13,4.7,5.76,7.49,4.86
11/05/2023,3.59,5.91,5,6.54,4.16,12.85,7.67,06.07,4.15,34.45,17.25,3.37,7.22,27.59,7.66,12.65,9.23,4.79,6.4,5.97,4.13,4.71,5.78,7.51,4.86
12/05/2023,3.56,5.83,4.98,6.51,4.16,12.62,7.62,06.03,04.09,34.04,17.03,3.33,7.15,27.3,7.6,12.58,9.15,4.85,6.36,5.94,4.1,4.7,5.74,7.53,4.85
15/05/2023,3.58,5.9,05.04,6.62,4.18,12.83,7.69,06.07,04.09,34.7,17.15,3.34,07.04,27.52,7.64,12.7,9.24,4.93,6.44,5.96,04.09,4.73,5.78,7.57,4.85
16/05/2023,3.6,5.89,05.01,6.65,4.19,12.62,7.67,06.07,04.06,34.82,17.24,3.36,6.96,27.24,7.62,12.76,9.16,4.95,6.42,5.92,04.06,4.67,5.75,7.53,4.82
17/05/2023,3.58,5.84,4.99,6.58,4.15,12.49,7.61,06.03,04.04,34.5,17.14,3.33,6.98,26.75,7.59,12.65,09.07,4.9,6.37,5.9,04.05,4.66,5.73,7.47,4.83
18/05/2023,3.69,5.93,5.12,6.72,4.21,12.49,7.68,6.28,04.06,34.45,17.18,3.38,07.07,26.65,7.69,12.66,09.09,4.97,6.43,5.94,04.09,4.69,5.76,7.43,4.86
19/05/2023,3.62,5.82,05.04,6.65,4.16,12.34,7.54,06.07,04.03,33.95,17.04,3.29,6.93,26.52,7.62,12.63,09.04,4.89,6.31,5.84,04.03,4.61,5.64,7.39,4.83
22/05/2023,3.61,5.82,05.07,6.69,4.17,12.38,7.54,06.03,04.05,34.2,17.08,3.26,07.03,26.87,7.66,12.77,09.04,4.86,6.3,5.83,04.03,4.6,5.66,7.4,4.81
23/05/2023,3.5,5.74,4.93,6.5,04.04,12.21,7.45,5.92,3.98,33.6,16.95,3.19,6.75,26.35,7.56,12.51,8.98,4.78,6.21,5.74,4,4.57,5.6,7.34,4.74
24/05/2023,3.41,5.6,4.76,6.3,3.89,12.01,7.29,5.75,3.91,32.93,16.72,3.1,6.49,25.66,7.47,12.22,8.89,4.67,6.13,5.66,4,4.5,5.51,7.29,4.71
25/05/2023,3.44,5.65,4.74,6.21,3.89,11.93,7.31,5.74,3.91,32.42,16.67,3.11,6.54,25.65,7.48,12.12,8.65,4.69,6.12,5.67,3.97,4.48,5.47,7.18,4.69
26/05/2023,3.5,5.81,4.8,6.35,3.89,12.1,7.32,5.75,3.9,32.74,16.78,3.15,6.55,25.96,7.53,12.04,8.58,4.74,6.17,5.69,3.99,4.5,5.5,7.2,4.69
29/05/2023,3.56,5.96,4.85,6.49,3.98,11.98,7.41,5.79,3.94,32.69,16.75,3.19,6.59,25.02,7.52,11.86,8.46,4.82,6.2,5.67,4,4.48,5.49,7.23,4.65
30/05/2023,3.5,5.88,4.82,6.46,3.93,11.87,7.37,5.8,3.92,32.64,16.69,3.15,6.56,25,7.44,11.74,8.56,4.77,6.2,5.67,4,4.48,5.5,7.2,4.63
31/05/2023,3.52,5.85,4.83,6.4,3.9,11.6,7.35,5.78,3.96,32.3,16.56,3.15,6.45,24.6,7.42,11.61,8.44,4.73,6.17,5.65,3.99,4.46,5.49,07.09,4.6
01/06/2023,3.46,5.82,4.86,6.38,3.91,11.59,7.28,5.73,3.91,32.06,16.55,3.15,6.59,24.62,7.41,11.57,8.46,4.7,6.16,5.62,3.98,4.28,5.44,07.03,4.59
02/06/2023,3.46,5.81,4.88,6.34,3.89,11.93,7.35,5.76,3.93,33.07,16.7,3.15,6.59,25.82,7.48,11.94,8.61,4.75,6.21,5.66,04.01,4.32,5.5,07.05,4.59
05/06/2023,3.56,5.87,4.96,6.49,3.98,11.91,7.41,5.83,4,33.04,16.73,3.2,6.77,25.85,7.48,11.87,8.54,4.8,6.21,5.68,04.02,4.32,5.51,6.88,4.59
06/06/2023,3.56,5.91,4.96,6.48,3.99,11.84,7.38,5.83,3.96,33.07,16.74,3.18,6.66,26.2,7.45,11.85,8.49,4.77,6.19,5.65,04.01,4.26,5.45,6.83,4.52
07/06/2023,3.62,5.95,05.01,6.58,04.04,11.94,7.46,5.9,3.98,33.3,16.81,3.2,6.65,26.45,7.47,11.89,8.55,4.84,6.24,5.67,3.85,4.33,5.5,6.82,4.56
08/06/2023,3.71,06.07,05.09,6.65,4.15,12.12,7.57,5.99,04.05,34.08,17.08,3.31,6.85,26.85,7.61,12.3,8.7,4.9,6.31,5.46,3.92,4.39,5.57,07.01,4.62
09/06/2023,3.68,06.05,05.07,6.58,4.13,11.88,7.56,5.97,04.01,33.74,17.1,3.29,6.61,26.76,7.6,12.21,8.72,4.89,6.29,5.42,3.88,4.34,5.53,6.97,4.58
12/06/2023,3.66,5.89,4.97,6.48,04.04,11.79,7.43,5.86,3.96,33.73,16.94,3.17,6.35,26.7,7.52,12.22,8.64,4.8,6.21,5.38,3.84,4.3,5.47,6.99,4.54
13/06/2023,3.67,5.93,5,6.51,04.06,11.77,7.46,5.93,3.96,33.73,17.01,3.15,6.25,26.75,7.55,12.27,8.64,4.84,6.23,5.37,3.82,4.31,5.51,07.04,4.54
14/06/2023,3.56,5.81,4.87,6.34,4,11.47,7.4,5.81,3.93,33.39,16.9,3.11,6.14,26.3,7.48,12.11,8.61,4.69,6.16,5.32,3.78,4.26,5.45,6.91,4.48
15/06/2023,3.6,5.86,4.91,6.36,04.01,11.61,7.45,5.83,3.94,33.72,17,3.13,6.17,26.53,7.47,12.13,8.64,4.72,6.17,5.32,3.75,4.29,5.44,6.91,4.49
16/06/2023,3.58,5.82,4.88,6.3,3.96,11.63,7.43,5.84,3.94,33.93,16.99,3.11,6.11,26.35,7.41,12.04,8.66,4.71,6.18,5.31,3.74,4.28,5.4,6.86,4.49
19/06/2023,3.52,5.72,4.83,6.23,3.9,11.45,7.34,5.83,3.9,33.58,15.79,03.05,6.11,25.84,7.34,11.98,8.65,4.63,6.12,5.21,3.72,4.23,5.36,6.76,4.43
20/06/2023,3.5,5.71,4.83,6.16,3.87,11.36,7.29,5.77,3.9,33.19,15.78,03.05,06.03,25.72,7.31,11.94,8.58,4.61,6.1,5.16,3.71,4.19,5.31,6.77,4.4
21/06/2023,3.53,5.74,4.85,6.22,3.88,11.35,7.27,5.38,3.92,33.17,15.77,03.04,06.02,25.44,7.28,11.83,7.98,4.6,06.09,5.1,3.7,4.18,5.27,6.7,4.38
26/06/2023,3.47,5.65,4.77,6.14,3.78,11.18,7.16,5.29,3.67,32.61,15.61,03.01,5.93,24.94,7.21,11.7,7.86,4.53,06.04,05.05,3.62,4.14,5.15,6.63,4.28
27/06/2023,3.53,5.76,4.81,6.24,3.86,11.28,7.19,5.35,3.74,32.82,15.68,03.05,5.96,25.07,7.28,11.78,7.93,4.56,06.08,5.12,3.67,4.19,5.21,6.72,4.32
28/06/2023,3.52,5.75,4.82,6.2,3.87,11.3,7.21,5.37,3.72,33.05,15.69,03.05,5.95,25.3,7.31,11.72,7.99,4.6,5.7,5.11,3.67,4.19,5.22,6.73,4.17
29/06/2023,3.49,5.73,4.78,6.2,3.86,11.18,7.18,5.4,3.74,32.68,15.55,03.07,5.92,25.1,7.3,11.7,7.98,4.6,5.68,5.11,3.65,4.17,5.2,6.7,4.16
30/06/2023,3.53,5.8,4.82,6.26,3.91,11.23,7.24,5.41,3.75,32.76,15.65,03.07,5.98,25.3,7.35,11.75,8,4.63,5.75,5.16,3.69,4.23,5.36,6.82,4.21
03/07/2023,3.62,5.89,4.88,6.34,3.98,11.49,7.32,5.48,3.8,33.72,15.83,3.11,5.98,25.58,7.42,11.92,08.09,4.69,5.81,5.23,3.74,4.27,5.37,6.92,4.29
04/07/2023,3.56,5.81,4.83,6.28,3.92,11.4,7.28,5.4,3.77,33.51,15.68,03.07,5.96,25.22,7.36,11.89,08.03,4.64,5.78,5.19,3.71,4.25,5.32,6.83,4.29
05/07/2023,3.55,5.79,4.82,6.26,3.92,11.34,7.25,5.39,3.75,33.03,15.6,03.06,5.94,24.97,7.34,11.81,08.05,4.65,5.78,5.19,3.71,4.28,5.31,6.81,4.31
06/07/2023,3.51,5.75,4.77,6.2,3.89,11.24,7.21,5.32,3.74,32.58,15.56,03.04,5.86,24.88,7.3,11.72,7.97,4.3,5.76,5.17,3.68,4.23,5.1,6.79,4.26
07/07/2023,3.52,5.75,4.76,6.19,3.88,11.2,7.22,5.37,3.77,32.31,15.52,03.06,5.91,24.74,7.29,11.69,7.98,4.38,5.77,5.19,3.7,4.27,5.17,6.85,4.28
10/07/2023,3.51,5.78,4.77,6.22,3.89,11.2,7.22,5.36,3.73,32.45,15.46,03.05,5.88,24.78,7.25,11.7,08.02,4.4,5.77,5.19,3.7,4.28,5.16,6.79,4.27
11/07/2023,3.53,5.8,4.83,6.29,3.93,11.21,7.28,5.4,3.78,32.71,15.48,03.08,5.92,24.73,7.33,11.81,08.01,4.5,5.8,5.22,3.72,4.28,5.18,6.82,4.28
12/07/2023,3.55,5.43,4.81,6.24,3.93,11.24,7.25,5.39,3.77,33.2,15.51,03.06,5.86,24.93,7.38,11.83,8,4.54,5.82,5.19,3.7,4.27,5.18,6.78,4.26
13/07/2023,3.61,5.51,4.87,6.38,3.99,11.43,7.4,5.49,3.82,31.85,15.68,3.11,06.07,25.46,7.42,11.58,08.09,4.59,5.88,5.26,3.74,4.29,5.23,6.82,4.32
14/07/2023,3.61,5.58,4.87,5.96,3.99,11.46,7.44,5.52,3.86,31.93,15.68,3.11,6.18,25.27,7.43,11.5,8.11,4.62,5.89,5.25,3.72,4.29,5.2,6.8,4.29
17/07/2023,3.62,5.52,4.57,5.91,3.77,11.31,7.42,5.5,3.88,31.65,15.59,3.11,06.08,24.8,6.99,11.35,8.1,4.63,5.9,5.25,3.7,4.26,5.23,6.78,4.27
18/07/2023,3.4,5.5,4.54,5.88,3.71,11.25,7.39,5.47,3.89,31.46,15.56,3.11,5.99,24.55,6.95,11.28,08.07,4.59,5.91,5.24,3.73,4.27,5.2,6.77,4.27
19/07/2023,3.4,5.52,4.56,5.89,3.72,11.31,7.41,5.52,3.92,31.58,15.72,2.94,06.08,24.3,07.03,11.32,8.12,4.63,5.95,5.29,3.73,4.29,5.22,6.82,4.29
20/07/2023,3.42,5.56,4.58,5.91,3.73,11.32,7.42,5.52,3.91,31.69,15.79,2.95,5.58,24.65,07.01,11.34,8.13,4.63,5.95,5.28,3.72,4.28,5.21,6.81,4.27
21/07/2023,3.41,5.55,4.58,5.9,3.74,11.34,7.12,5.54,3.93,31.8,15.78,2.94,5.63,24.7,07.02,11.33,8.15,4.63,5.97,5.28,3.75,4.31,5.23,6.81,4.3
24/07/2023,3.43,5.52,4.57,5.88,3.71,11.26,7.13,5.54,3.91,31.45,15.66,2.96,5.69,24.47,6.97,11.31,8.15,4.57,6,5.3,3.73,4.29,5.24,6.73,4.28
25/07/2023,3.49,5.6,4.62,5.98,3.81,11.72,7.27,5.61,3.93,33.27,15.94,2.99,5.89,26.62,7.1,11.65,8.29,4.57,06.02,5.37,3.79,4.37,5.33,6.84,4.35
26/07/2023,3.48,5.62,4.63,5.94,3.79,11.67,7.29,5.59,3.93,33.35,15.95,03.01,5.78,26.69,07.04,11.55,8.31,4.56,06.01,5.38,3.78,4.38,5.35,6.85,4.35
27/07/2023,3.54,5.68,4.7,06.05,3.82,11.75,7.37,5.62,3.94,33.66,16,03.03,5.87,27.01,07.07,11.56,8.32,4.57,06.03,5.41,3.8,4.39,5.37,6.88,4.37
28/07/2023,3.61,5.78,4.79,6.15,3.91,12.26,7.5,5.77,04.02,35.1,16.49,03.09,06.06,28.41,7.2,12.12,8.54,4.66,6.13,5.57,3.91,4.54,5.51,07.08,4.51
31/07/2023,3.62,5.82,4.77,6.16,3.91,12.32,7.6,5.8,04.02,35.56,16.66,3.12,06.01,29.12,7.22,12.26,8.57,4.67,6.17,5.68,3.99,4.62,5.62,7.18,4.61
01/08/2023,3.63,5.8,4.78,6.17,3.93,12.16,7.6,5.8,04.01,34.99,16.63,3.12,06.03,28.12,7.18,12.11,8.57,4.66,6.17,5.74,3.99,4.6,5.62,7.14,4.6
02/08/2023,3.51,5.66,4.67,5.99,3.82,12.03,7.48,5.73,3.96,34.03,16.36,03.08,5.83,27.65,7.13,11.94,8.51,4.59,06.09,5.66,3.97,4.6,5.58,7.12,4.54
03/08/2023,3.55,5.71,4.72,06.03,3.87,12.33,7.56,5.78,4,34.68,16.51,3.11,5.87,28.11,7.25,12.06,8.58,4.64,6.16,5.73,04.01,4.67,5.65,7.21,4.6
04/08/2023,3.55,5.7,4.74,06.05,3.89,12.3,7.58,5.79,3.99,34.88,16.56,3.12,5.92,28.16,7.29,12.01,8.58,4.65,6.17,5.75,04.05,4.75,5.68,7.23,4.65
07/08/2023,3.53,5.65,4.71,5.99,3.86,12.16,7.52,5.72,3.97,34.5,16.5,03.09,5.82,27.85,7.2,11.82,8.49,4.6,6.13,5.7,4,4.69,5.62,7.16,4.59
08/08/2023,3.51,5.61,4.68,5.97,3.83,12.1,7.52,5.73,3.96,34.15,16.45,03.08,5.75,27.9,7.15,11.8,8.5,4.57,6.11,5.71,4,4.66,5.61,7.14,4.58
09/08/2023,3.52,5.62,4.71,5.98,3.84,12.17,7.55,5.73,4,34.02,16.5,03.08,5.75,28.25,7.13,11.79,8.52,4.59,6.14,5.73,3.99,4.7,5.6,7.2,4.58
10/08/2023,3.52,5.62,4.69,5.98,3.83,12.16,7.42,5.75,04.02,34.14,16.44,03.09,5.73,28.02,7.13,11.8,8.54,4.59,6.15,5.72,04.01,4.7,5.59,7.19,4.57
11/08/2023,3.46,5.54,4.61,5.93,3.78,11.89,7.23,5.6,3.96,33.15,16.1,03.04,5.6,27.6,07.05,11.58,8.39,4.49,06.05,5.61,3.94,4.65,5.48,7.1,4.5
14/08/2023,3.42,5.47,4.56,5.88,3.72,11.67,7.1,5.58,3.88,32.46,15.96,03.02,5.5,27.35,07.06,11.43,8.27,4.45,5.99,5.57,3.9,4.63,5.45,07.05,4.45
15/08/2023,3.49,5.61,4.64,5.95,3.82,11.73,7.17,5.64,3.99,32.36,16.05,03.06,5.58,27.45,07.09,11.48,8.35,4.54,06.07,5.64,3.92,4.62,5.48,7.2,4.46
16/08/2023,3.49,5.6,4.64,5.93,3.81,11.73,7.14,5.65,3.98,31.97,16.08,03.07,5.57,27.17,7.11,11.73,8.4,4.52,6.11,5.79,3.91,4.65,5.47,7.21,4.46
17/08/2023,3.47,5.53,4.6,5.91,3.77,11.57,7.1,5.57,3.94,31.79,16.02,03.04,5.52,26.89,7.12,11.47,8.33,4.47,06.04,5.66,3.88,4.62,5.44,7.17,4.46
18/08/2023,3.49,5.57,4.61,5.96,3.78,11.56,07.07,5.58,3.97,31.88,15.94,03.06,5.58,27.35,7.12,11.63,8.46,4.52,06.08,5.78,3.92,4.65,5.46,7.33,4.46
21/08/2023,3.43,5.46,4.56,5.92,3.73,11.32,6.96,5.52,3.92,31.13,15.7,03.02,5.48,26.74,07.04,11.56,8.31,4.46,5.98,5.73,3.86,4.59,5.4,7.18,4.42
22/08/2023,3.48,5.56,4.62,5.99,3.79,11.37,07.01,5.58,3.99,31.32,15.92,03.08,5.54,27.11,07.06,11.6,8.34,4.52,06.01,5.7,3.89,4.6,5.49,7.19,4.45
23/08/2023,3.48,5.57,4.64,06.04,3.83,11.25,07.02,5.57,3.99,30.85,15.91,03.08,5.57,26.81,07.05,11.53,8.34,4.54,06.02,5.66,3.89,4.59,5.54,7.19,4.45
24/08/2023,3.47,5.55,4.59,5.95,3.78,11.13,6.99,5.51,3.96,31.06,15.93,03.03,5.53,27.01,07.02,11.44,8.3,4.49,6,5.6,3.83,4.52,5.43,7.15,4.38
25/08/2023,3.48,5.58,4.66,06.04,3.79,11.23,07.05,5.58,4,31.56,16.01,03.06,5.51,26.85,07.06,11.48,8.34,4.54,06.04,5.67,3.86,4.56,5.53,7.35,4.4
28/08/2023,3.54,5.63,4.73,6.14,3.84,11.52,7.15,5.8,04.01,32.26,16.2,03.08,5.6,27.58,07.09,11.59,8.42,4.59,6.1,5.64,3.95,4.67,5.6,7.42,4.54
29/08/2023,3.48,5.55,4.63,06.03,3.8,11.31,07.07,5.64,3.97,32.04,16,03.04,5.53,27.09,07.07,11.42,8.3,4.5,06.05,5.49,3.83,4.48,5.52,7.32,4.48
30/08/2023,3.48,5.53,4.59,5.98,3.76,11.13,07.03,5.61,3.93,31.66,15.79,03.01,5.46,26.28,07.05,11.26,8.25,4.46,5.99,5.37,3.73,4.36,5.37,7.1,4.35
31/08/2023,3.46,5.55,4.62,6,3.75,11.13,6.98,5.54,3.78,31.55,15.81,03.01,5.46,26.17,7.13,11.2,7.92,4.47,5.95,5.36,3.71,4.33,5.37,07.09,4.34
01/09/2023,3.44,5.53,4.57,6,3.71,11.32,07.01,5.57,3.82,32.27,15.94,03.01,5.47,27.67,7.13,11.41,7.95,4.53,06.03,5.44,3.73,4.35,5.48,7.2,4.42
04/09/2023,3.48,5.6,4.6,06.07,3.73,11.56,7.11,5.64,3.88,33.53,16.24,03.06,5.67,28.91,7.13,11.8,8,4.6,6.11,5.63,3.82,4.43,5.6,7.27,4.55
05/09/2023,3.45,5.55,4.59,06.03,3.71,11.39,07.04,5.6,3.82,33.11,16.17,03.04,5.59,28.2,6.88,11.58,7.89,4.57,06.09,5.5,3.77,4.36,5.48,7.2,4.44
